en,zh-hant,zh-hans
Hanzi printer,漢字印表機,漢字打印機
Hanzi pronunciation,字音,字音
Hanzi quantity,字量,字量
Hanzi recognition,漢字識別,漢字識別
Hanzi recognition system,漢字識別系統,漢字識別系統
Hanzi section-position code,漢字區位碼,漢字區位碼
Hanzi set,漢字集,漢字集
Hanzi specimen,漢字樣本,漢字樣本
Hanzi specimen bank,漢字樣本庫,漢字樣本庫
Hanzi structure,漢字結構,漢字結構
Hanzi style,字體,字體
Hanzi terminal,漢字終端機,漢字終端
Hanzi thermal printer,漢字熱轉印印表機,漢字熱敏印刷機
Hanzi utility program,漢字公用程式,漢字公用程序
Hanzi wire impact printer,漢字針式印表機,漢字針式打印機
hard,硬的,
hard adder,硬加法器,
hard axis,硬軸,
hard bubble,硬泡,
hard bubble suppression,硬泡抑制,
hard card,硬卡,
hard computing,硬計算,
automatic recovery quotient,自動恢復商數,
automatic reel hub,自動捲盤集線器,
automatic refreshing,自動再新,
automatic relay computer,自動繼電器計算機,
automatic relay equipment,自動中繼設備,
automatic reorganization,自動重組,
automatic repeat request,自動重複請求,
automatic repetition,自動重複,
automatic repetition of error,自動重複錯誤,
automatic repetition system,自動重複系統,
automatic report feature,自動報告特徵,
automatic request,自動請求,
automatic request for repetition,自動重複請求,
automatic request repeat,自動請求重複,
automatic request system,自動請求系統,
automatic request terminal,自動請求終端機,
automatic research compiler,自動研究編譯器,
automatic research computer,自動研究電腦,
automatic reset,自動重置,
automatic reset counter,自動重置計數器,
automatic reset relay,自動重置繼電器,
automatic resolution control,自動解析度控制,
automatic response,自動回應,
automatic response file,自動回應檔案,
automatic response query,自動回應查詢,
automatic restart error code,自動再啟動錯誤碼,
automatic restart,自動再啟動,
hard copy,硬複製；硬拷貝,硬拷貝
hard copy facility,硬複製設施,
hard copy interface,硬複製介面,
hard copy interpretation,硬複製解譯,
hard copy log,硬複製登錄,
hard copy numeric input,硬複製數字輸入,
hard copy output,硬複製輸出,
hard copy peripheral,硬複製週邊,
hard copy printer,硬複製列印機,
hard copy printout,印出硬複製,
hard copy system,硬複製系統,
hard copy task,硬複製任務,
hard copy terminal,複印式終端機,
hard copy unit,硬複製單元,
hard copy video interface,硬複製視介面,
hard core,硬磁心,
hard core entry descriptor,硬核心入口描述符,
hard core fault,核心硬體故障,
hard disc,硬碟,硬盤
hard disc operating system,硬碟作業系統,
hard disk controller,硬碟控制器,
hard disk drive,硬磁碟驅動機,硬盤驅動器
hard disk,硬碟,硬盤
hard drive,硬驅動機,
hard error,硬體錯誤,硬錯誤
hard facility,硬設施,
hard failure,嚴重故障,
hard fault,硬故障,硬故障
automatic restore procedure,自動復原程序,
automatic retransmission,自動再傳輸,
automatic retransmission exchange,自動再傳輸交換,
automatic retrieval,自動檢索,
automatic retrieval system,自動檢索系統,
automatic return,自動回覆,
automatic reusability technique,自動再用技術,
automatic route management,自動路線管理,
automatic route selection,自動路線選擇,
automatic routine,自動常式,
automatic routing,自動選路,
automatic sample processor,自動樣本處理機,
automatic scale,自動標度,
automatic scale command,自動標度命令,
automatic scan,自動掃瞄,
automatic scan counter,自動掃瞄計數器,
automatic scanner,自動掃瞄器,
automatic scanning control unit,自動掃瞄控制單元,
automatic schedule procedures,自動排程程序,
automatic scheduling,自動排程,
automatic scheduling and operation program,自動排程與操作程式,
automatic schema translation,自動概要翻譯,
automatic seat reservation system,自動訂位系統,
automatic segmentation,自動分段,
automatic segmentation and control,自動分段與控制,自動分段和控制
automatic segmentation of Chinese word,自動中文斷詞,漢語自動分詞
automatic segmentation of words,自動斷詞,
automatic selection control,自動選擇控制,
automatic selection,自動選擇,
automatic selectivity control,自動選擇性控制,
automatic self-verification,自動自檢驗,
hard format,硬格式,
hard hole,硬打孔,
hard hyphen,硬性,硬連字符
hard limited integrator,硬限量積分器,
hard limiter,硬限制器,
hard limiting,硬限制,
hard machine check,硬機器檢查,
hard magnetic material,硬磁材料,
hard page break,硬分頁,硬分頁
hard particle,硬粒子,
hard permalloy head,硬合金頭,
hard programmable control unit,硬可程式控制單元,
hard pulse,強脈衝,
hard return,硬回覆,
hard sector,硬扇區,
hard sector disk,硬扇區磁碟,
hard sectored,硬扇區,
hard sectored disk,硬扇區磁碟,
hard sectored format,硬扇區格式,硬扇區格式
hard sectoring,硬分區,硬分扇區
hard space,硬間隔,硬間隔
hard stop,硬停機,硬停機
hard to get data,難得資料,
hard wait,硬等待,
hard wired,硬佈線,
hard wired circuit,硬佈線電路,
hard wired connection,硬線連接,
hard wired control,硬佈線控制,
hard wired controller,硬佈線控制器,
hard wired index,硬佈線指數,
automatic send/receive,自動發送／接收,
hard wired instruction,硬佈線指令,
hard wired interconnection,硬佈線互連,
hard wired logic,硬佈線邏輯,
hard wired numerical control,硬佈線數值控制,
hard wired system,硬佈線系統,
hard wired terminal,硬佈線終端,
hardened memory system,固化記憶體系統,
hardest first strategy,最難優先策略,
hardware,硬體,硬件
hardware address,硬體位址,
hardware address control,硬體位址控制,
hardware aid to software,軟體的硬體輔助,
hardware algorithm,硬體演算法,
hardware arbiter,硬體仲裁器,
hardware architecture,硬體體系架構,
hardware assembler,硬體組合程式,
hardware assisted high level debugging,硬體輔助的高階除錯,
hardware associative memory,硬體相聯記憶體,
hardware availability ratio,硬體可用率,
hardware bootstrap,硬體自舉,
hardware breakpoint,硬體斷點,
hardware character,硬體字元,
hardware character generator,硬體字元產生器,
hardware check,硬體檢查,硬件檢驗
hardware check routine,硬體檢查常式,
hardware checksum,硬體核對和,
hardware communication region,硬體通訊區域,
hardware compatibility,硬體相容性,
hardware compiler,硬體編譯程式,
hardware component,硬體組件,
automatic send/receive set,自動收發機；自動收發裝置,
automatic sender,自動發送器,
automatic sending,自動發送,
automatic sending hopper,自動送紙投入口,
automatic send-receiver,自動發送接收機,
automatic sensibility control,自動感測度控制,
automatic sensing,自動感測,
automatic sensing display flag,自動感測顯示旗標,
automatic sensor calibration,自動感測器校準,
automatic sequence,自動順序,
automatic sequence computer,自動序列計算機,
automatic sequence control,自動順序控制,
automatic sequence controlled calculator,自動順序控制計算器,
automatic sequence controlled computer,自動順序控制計算機,
automatic sequencer,自動定序器,
automatic sequencing,自動定序,自動定序
automatic sequential connection,自動順序連接,
automatic sequential operation,自動順序運算,
automatic server plotter,自動伺服繪圖機,
automatic service,自動服務,
